PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Jonas Mouton,ILB,SD,25,802376,0.01,671670,0.01,-,-,890010,0.01,2013
Ian Williams,DT,SF,24,1600000,0.01,1555000,0.01,-,-,888333,0.01,2013
Isaiah Pead,RB,STL,23,1009525,0.01,539812,0,-,-,884012,0.01,2013
Raymond Ventrone,S,SF,30,867500,0.01,880000,0.01,-,-,880000,0.01,2013
Sav Rocca,P,WAS,39,1120000,0.01,-,-,-,-,877500,0.01,2013
Zach Brown,ILB,TEN,23,964575,0.01,565377,0,-,-,876886,0.01,2013
Jerry Hughes,DE,BUF,25,1950000,0.02,870000,0.01,-,-,870000,0.01,2013
Brandon Spikes,ILB,NE,25,800000,0.01,630000,0.01,-,-,870000,0.01,2013
Johnthan Banks,CB,TB,23,1181580,0.01,2222324,0.02,-,-,859331,0.01,2013
Devon Still,DT,CIN,24,942101,0.01,561455,0,-,-,856619,0.01,2013
Antonio Johnson,DT,TEN,28,800000,0.01,850000,0.01,-,-,850000,0.01,2013
Desmond Bishop,OLB,MIN,29,850000,0.01,850000,0.01,-,-,850000,0.01,2013
Alex Carrington,DT,BUF,26,701000,0.01,630000,0.01,-,-,846000,0.01,2013
Kawann Short,DT,CAR,24,1157584,0.01,2152516,0.02,-,-,841879,0.01,2013
Craig Steltz,S,CHI,27,820000,0.01,765000,0.01,-,-,827500,0.01,2013
Earl Mitchell,DT,HOU,25,682125,0.01,630000,0.01,-,-,827125,0.01,2013
Tim Jamison,DE,HOU,27,900000,0.01,1045000,0.01,-,-,825000,0.01,2013
Ryan Mallett,QB,NE,25,736957,0.01,642984,0.01,-,-,803953,0.01,2013
Keith Rivers,OLB,NYG,27,800000,0.01,800000,0.01,-,-,800000,0.01,2013
Kevin Minter,ILB,ARI,22,1097572,0.01,1977944,0.02,-,-,798236,0.01,2013
Eugene Sims,DE,STL,27,473466,0,1001209,0.01,-,-,793665,0.01,2013
Mike Johnson,RT,ATL,26,645554,0.01,630000,0,-,-,790554,0.01,2013
Lavonte David,OLB,TB,23,899183,0.01,547806,0,-,-,789030,0.01,2013
Kiko Alonso,OLB,BUF,23,1075100,0.01,1912564,0.02,-,-,781891,0.01,2013
Tony Fiammetta,FB,CHI,27,780000,0.01,780000,0.01,-,-,780000,0.01,2013
Tom Johnson,DT,NO,29,465000,0,750000,0.01,-,-,775000,0.01,2013
Phillip Adams,CB,OAK,25,775000,0.01,775000,0.01,-,-,775000,0.01,2013
Tom Crabtree,TE,TB,27,800000,0.01,775000,0.01,-,-,775000,0.01,2013
Brandon Browner,CB,SEA,29,773756,0.01,773756,0.01,-,-,773756,0.01,2013
Vinny Curry,DE,PHI,25,845458,0.01,543720,0,-,-,768598,0.01,2013
Alan Ball,CB,JAC,28,837500,0.01,815000,0.01,-,-,765000,0.01,2013
Everson Griffen,DE,MIN,25,582500,0,630000,0,-,-,765000,0.01,2013
Jon Beason,ILB,NYG,28,3250000,0.02,-,-,-,-,764706,0.01,2013
Darryl Sharpton,ILB,HOU,25,618735,0,-,-,-,-,763735,0.01,2013
Akeem Dent,ILB,ATL,25,691975,0.01,625000,0,-,-,760725,0.01,2013
Mason Foster,ILB,TB,24,696093,0.01,628124,0.01,-,-,759374,0.01,2013
Darrell Stuckey,FS,SD,26,611500,0.01,630000,0.01,-,-,756500,0.01,2013
Casey Hayward,CB,GB,23,827478,0.01,540451,0,-,-,752253,0.01,2013
Justin Houston,OLB,KC,24,696562,0,580000,0,-,-,747812,0.01,2013
Benjamin Ijalana,RT,NYJ,24,1011374,0.01,742772,0.01,-,-,742772,0.01,2013
Mike Windt,LS,SD,27,841250,0.01,1080000,0.01,-,-,742500,0.01,2013
Bryan Kehl,ILB,WAS,29,740000,0.01,-,-,-,-,740000,0.01,2013
Jurrell Casey,DT,TEN,23,683109,0.01,580000,0,-,-,734359,0.01,2013
Johnathan Hankins,DT,NYG,21,1007672,0.01,1716408,0.01,-,-,732852,0.01,2013
Arrelious Benn,WR,PHI,24,830000,0.01,830000,0.01,-,-,730000,0.01,2013
Josh Mauga,ILB,NYJ,26,730000,0.01,730000,0.01,-,-,730000,0.01,2013
Danny McCray,SS,DAL,25,730000,0.01,730000,0.01,-,-,730000,0.01,2013
Jason Phillips,ILB,PHI,27,730000,0.01,730000,0.01,-,-,730000,0.01,2013
Jermelle Cudjo,DT,STL,26,902500,0.01,905000,0.01,-,-,730000,0.01,2013
Nate Irving,ILB,DEN,25,683750,0.01,555000,0,-,-,728750,0.01,2013
Rob Francois,ILB,GB,28,725000,0.01,725000,0,-,-,725000,0.01,2013
Austin Pettis,WR,STL,25,682354,0.01,580000,0,-,-,724567,0.01,2013
Chris Prosinski,SS,JAC,26,660036,0.01,615012,0.01,-,-,720039,0,2013
Allen Bailey,DE,KC,24,667736,0,580000,0,-,-,718986,0.01,2013
Jon Bostic,ILB,CHI,22,985200,0.01,1651036,0.01,-,-,716509,0.01,2013
Tony Carter,CB,DEN,27,715000,0.01,715000,0.01,-,-,715000,0.01,2013
Mike Gibson,C,ARI,27,665000,0.01,715000,0.01,-,-,715000,0.01,2013
Johnny Jolly,DE,GB,30,715000,0.01,715000,0,-,-,715000,0.01,2013
Kory Sperry,TE,ARI,28,665000,0.01,715000,0.01,-,-,715000,0.01,2013
Kenrick Ellis,DT,NYJ,25,655625,0.01,595000,0.01,-,-,707500,0.01,2013
Chris Culliver,CB,SF,25,659719,0,555000,0,-,-,704719,0.01,2013
Vincent Brown,WR,SD,24,656517,0.01,555000,0,-,-,701517,0.01,2013
David Amerson,CB,WAS,21,962726,0.01,1585656,0.02,-,-,700164,0.01,2013
Aaron Berry,CB,NYJ,25,557500,0.01,700000,0.01,-,-,700000,0.01,2013
Christopher Conte,FS,CHI,24,650900,0,565000,0,-,-,698400,0.01,2013
Trumaine Johnson,CB,STL,23,760169,0.01,529000,0,-,-,696794,0.01,2013
Andrew Sendejo,SS,MIN,25,630000,0,830000,0.01,-,-,696666,0.01,2013
Shareece Wright,CB,SD,26,646035,0.01,555000,0,-,-,691035,0.01,2013
Josh Robinson,CB,MIN,22,753750,0.01,515000,0,-,-,689250,0.01,2013
Curtis Brown,CB,PIT,24,640300,0,-,-,-,-,685300,0.01,2013
Jamie Collins,OLB,NE,23,940250,0.01,1520272,0.01,-,-,683818,0.01,2013
Nolan Carroll,CB,MIA,26,496875,0,630000,0,-,-,677937,0.01,2013
K.J. Wright,OLB,SEA,24,631500,0,555000,0,-,-,676500,0,2013
Da'Norris Searcy,SS,BUF,24,631106,0.01,555000,0,-,-,676106,0.01,2013
Rich Ohrnberger,C,SD,27,675000,0.01,675000,0.01,-,-,675000,0.01,2013
Josh LeRibeus,C,WAS,24,714081,0.01,510000,0.01,-,-,674081,0.01,2013
Sam Acho,OLB,ARI,24,628607,0.01,555000,0.01,-,-,673607,0.01,2013
Jonathan Scott,LT,CHI,30,715000,0.01,672941,0.01,-,-,672941,0.01,2013
Seth Olsen,G,MIN,27,670000,0.01,670000,0,-,-,670000,0.01,2013
Olivier Vernon,DE,MIA,22,712020,0.01,510000,0,-,-,669520,0.01,2013
Colin McCarthy,ILB,TEN,25,623850,0,555000,0,-,-,668850,0,2013
Quinton Carter,S,DEN,25,623750,0,555000,0,-,-,668750,0,2013
Margus Hunt,DT,CIN,26,917776,0.01,1454892,0.01,-,-,667473,0,2013
Mike Goodson,RB,NYJ,26,2300000,0.02,1331941,0.01,-,-,665274,0.01,2013
Demario Davis,ILB,NYJ,24,704490,0.01,520000,0,-,-,664490,0.01,2013
Casey Matthews,ILB,PHI,24,619966,0,555000,0,-,-,663716,0,2013
Alex Henery,K,PHI,26,622529,0,555000,0,-,-,660027,0,2013
Jamar Taylor,CB,MIA,22,906605,0.01,1422200,0.01,-,-,659300,0.01,2013
Christian Ballard,DT,MIN,24,611888,0,555000,0,-,-,656888,0.01,2013
Anthony McCoy,TE,SEA,25,511213,0,630000,0,-,-,656212,0,2013
Jake McQuaide,LS,STL,25,465833,0,555000,0,-,-,655833,0.01,2013
Ellis Lankster,CB,NYJ,26,585000,0.01,655000,0.01,-,-,655000,0.01,2013
Cortez Allen,CB,PIT,24,607875,0,555000,0,-,-,652875,0.01,2013
JoLonn Dunbar,OLB,STL,28,850000,0.01,850000,0.01,-,-,650000,0.01,2013
Jacob Cutrera,ILB,TB,25,650000,0,650000,0.01,-,-,650000,0,2013
Cory Greenwood,OLB,DET,28,687500,0,20000,0,-,-,650000,0.01,2013
Frank Zombo,OLB,KC,26,640000,0,650000,0,-,-,650000,0,2013
Brandon Taylor,S,SD,23,691594,0.01,487500,0,-,-,648469,0.01,2013
Arthur Brown,ILB,BAL,23,888558,0.01,1369896,0.01,-,-,646224,0.01,2013
Dekoda Watson,OLB,TB,25,500455,0,630000,0.01,-,-,645455,0,2013
Javier Arenas,CB,ARI,25,949604,0.01,645000,0.01,-,-,645000,0.01,2013
Taylor Mays,SS,CIN,25,1015000,0.01,645000,0,-,-,645000,0,2013
Kelvin Sheppard,ILB,IND,25,511842,0,644243,0,-,-,644243,0.01,2013
Tyrone Crawford,DE,DAL,23,685063,0.01,500000,0,-,-,643813,0.01,2013
C.J. Wilson,DT,GB,26,475089,0,630000,0,-,-,642590,0,2013
Michael Boley,LB,CIN,31,840000,0.01,840000,0.01,-,-,642353,0,2013
Mike Martin,DT,TEN,23,681890,0.01,500000,0,-,-,641890,0,2013
Kavell Conner,ILB,IND,26,496310,0,630000,0,-,-,641309,0.01,2013
Bill Bentley,CB,DET,24,677278,0,500000,0,-,-,637278,0.01,2013
Sean Spence,ILB,PIT,23,676345,0.01,500000,0,-,-,636345,0.01,2013
Yeremiah Bell,S,ARI,35,905000,0.01,905000,0.01,-,-,635000,0.01,2013
D.J. Swearinger,FS,HOU,22,872825,0.01,1324128,0.01,-,-,634782,0.01,2013
Davon House,CB,GB,24,585145,0,555000,0,-,-,630145,0,2013
Seyi Ajirotutu,WR,SD,26,630000,0.01,630000,0.01,-,-,630000,0.01,2013
Dezmon Briscoe,WR,WAS,24,473125,0,630000,0.01,-,-,630000,0.01,2013
Sergio Brown,FS,IND,25,485000,0,630000,0,-,-,630000,0.01,2013
Bruce Campbell,RT,CAR,25,615625,0.01,630000,0.01,-,-,630000,0,2013
Nate Collins,DT,CHI,25,630000,0,630000,0,-,-,630000,0,2013
Brandon Deaderick,DT,JAC,26,457575,0.01,630000,0.01,-,-,630000,0,2013
Dominique Franks,CB,ATL,25,585000,0,630000,0,-,-,630000,0.01,2013
Clifton Geathers,DE,PHI,25,585000,0,630000,0.01,-,-,630000,0,2013
Brandon Ghee,CB,CIN,26,610775,0,630000,0,-,-,630000,0,2013
Danny Gorrer,CB,TB,27,585000,0,630000,0.01,-,-,630000,0,2013
Nick Hayden,DT,DAL,27,680000,0.01,630000,0,-,-,630000,0.01,2013
Sean Lissemore,DT,SD,25,2000000,0.02,630000,0.01,-,-,630000,0.01,2013
Jeron Mastrud,TE,OAK,25,630000,0.01,630000,0.01,-,-,630000,0,2013
Ricardo Mathews,DT,IND,26,540000,0,630000,0,-,-,630000,0.01,2013
Trumaine McBride,CB,NYG,27,630000,0,630000,0,-,-,630000,0.01,2013
Sherrick McManis,CB,CHI,25,533000,0,630000,0,-,-,630000,0,2013
Ogemdi Nwaguo,DT,CIN,27,637500,0,630000,0,-,-,630000,0,2013
Curtis Painter,QB,NYG,28,630000,0,630000,0,-,-,630000,0.01,2013
Vincent Rey,ILB,CIN,25,630000,0,630000,0,-,-,630000,0,2013
George Selvie,DE,DAL,26,680000,0.01,630000,0,-,-,630000,0.01,2013
Marcus Sherels,CB,MIN,25,630000,0,630000,0,-,-,630000,0,2013
R.J. Stanford,CB,MIA,25,630000,0,630000,0,-,-,630000,0,2013
Thomas Welch,RT,BUF,26,585000,0.01,630000,0.01,-,-,630000,0,2013
Al Woods,DT,PIT,26,540000,0,630000,0.01,-,-,630000,0.01,2013
Akiem Hicks,DE,NO,23,670100,0,492500,0,-,-,628225,0.01,2013
David Akers,K,DET,38,1005000,0.01,1005000,0.01,-,-,620000,0.01,2013
Plaxico Burress,WR,PIT,36,1005000,0.01,1005000,0.01,-,-,620000,0,2013
Dallas Clark,TE,BAL,34,1005000,0.01,1005000,0.01,-,-,620000,0.01,2013
Kenyon Coleman,DE,NO,34,1005000,0.01,-,-,-,-,620000,0,2013
Quintin Mikell,S,CAR,32,1005000,0.01,1005000,0.01,-,-,620000,0,2013
Kevin Walter,WR,TEN,32,1005000,0.01,1005000,0.01,-,-,620000,0,2013
Colin Cole,DT,CAR,33,840000,0.01,840000,0.01,-,-,620000,0,2013
Dylan Gandy,G,DET,31,905000,0.01,905000,0.01,-,-,620000,0.01,2013
Ben Hartsock,TE,CAR,33,905000,0.01,905000,0.01,-,-,620000,0,2013
Kelvin Hayden,CB,CHI,30,905000,0.01,905000,0.01,-,-,620000,0,2013
Israel Idonije,DE,DET,32,905000,0.01,905000,0.01,-,-,620000,0.01,2013
Mike Patterson,DT,NYG,30,880000,0.01,880000,0.01,-,-,620000,0.01,2013
Frostee Rucker,DT,ARI,29,905000,0.01,905000,0.01,-,-,620000,0,2013
Lawrence Tynes,K,TB,35,905000,0.01,-,-,-,-,620000,0,2013
Zackary Bowman,CB,CHI,28,780000,0.01,780000,0.01,-,-,620000,0,2013
James Ihedigbo,SS,BAL,29,780000,0.01,780000,0.01,-,-,620000,0.01,2013
Ryan Mundy,SS,NYG,28,780000,0.01,780000,0.01,-,-,620000,0.01,2013
Aaron Ross,CB,NYG,30,780000,0.01,780000,0.01,-,-,620000,0.01,2013
Jordan Senn,OLB,CAR,29,780000,0.01,780000,0.01,-,-,620000,0,2013
Lawrence Sidbury,OLB,IND,27,780000,0.01,780000,0.01,-,-,620000,0,2013
LaRod Stephens-Howling,RB,PIT,26,780000,0.01,780000,0.01,-,-,620000,0,2013
Dane Fletcher,ILB,NE,26,620000,0.01,620000,0.01,-,-,620000,0,2013
Robert Alford,CB,ATL,24,850350,0.01,1258744,0.01,-,-,618436,0.01,2013
Jayron Hosley,CB,NYG,22,659375,0,487500,0,-,-,616250,0,2013
John Hughes,DE,CLE,25,661035,0.01,480000,0,-,-,616035,0,2013
Brandon Thompson,DT,CIN,23,672800,0.01,485000,0,-,-,615300,0,2013
Jake Bequette,DE,NE,24,664950,0.01,480000,0,-,-,614950,0,2013
Kealoha Pilares,WR,CAR,25,563878,0.01,555000,0.01,-,-,608878,0,2013
Walter Thurmond,FS,SEA,26,610875,0,481764,0,-,-,607639,0,2013
Tony Bergstrom,C,OAK,27,651504,0.01,480000,0.01,-,-,606504,0,2013
Buster Skrine,CB,CLE,24,560500,0.01,555000,0.01,-,-,605500,0,2013
Tony McDaniel,DT,SEA,28,890000,0.01,890000,0.01,-,-,605000,0,2013
Marvin Mitchell,OLB,MIN,28,815000,0.01,815000,0.01,-,-,605000,0,2013
Will Herring,LB,NO,30,765000,0.01,765000,0.01,-,-,605000,0,2013
Chris Givens,WR,STL,23,649257,0.01,480000,0,-,-,604257,0,2013
Karl Klug,DT,TEN,25,558613,0,555000,0,-,-,603613,0,2013
Jason Pinkston,G,CLE,25,570000,0.01,555000,0.01,-,-,602000,0,2013
Richard Sherman,CB,SEA,25,555606,0,555000,0,-,-,600606,0,2013
Omar Bolden,FS,DEN,24,643607,0,480000,0,-,-,598607,0,2013
Frank Alexander,DE,CAR,23,642563,0.01,480000,0,-,-,597563,0,2013
Chris Carter,ILB,PIT,24,550700,0,555000,0,-,-,595700,0,2013
Andre Gurode,C,OAK,34,990000,0.01,595622,0.01,-,-,595622,0,2013
Nigel Bradham,OLB,BUF,23,641106,0.01,480000,0,-,-,594356,0,2013
Will Allen,SS,PIT,31,840000,0.01,592941,0,-,-,592941,0,2013
Clinton McDonald,DT,SEA,26,630000,0,592941,0,-,-,592941,0,2013
Ladarius Green,TE,SD,23,637725,0.01,480000,0,-,-,592725,0,2013
Chykie Brown,CB,BAL,26,546140,0,555000,0,-,-,591140,0,2013
Pernell McPhee,OLB,BAL,24,546140,0,555000,0,-,-,591140,0,2013
Marc Mariani,WR,TEN,26,499850,0,575000,0,-,-,589850,0,2013
Kyle Wilber,OLB,DAL,24,634805,0,480000,0,-,-,589805,0,2013
Mistral Raymond,S,MIN,25,539483,0,565129,0,-,-,589612,0,2013
Coty Sensabaugh,CB,TEN,24,633023,0.01,480000,0,-,-,588023,0,2013
Felix Jones,RB,PIT,26,780000,0.01,620000,0.01,-,-,587500,0,2013
Ryan Whalen,WR,CIN,24,541279,0,555000,0,-,-,586278,0,2013
Byron Maxwell,CB,SEA,25,538363,0,555000,0,-,-,583363,0,2013
Brandon Boykin,CB,PHI,23,626367,0,480000,0,-,-,581367,0,2013
Travis Kelce,TE,KC,23,781576,0.01,1108304,0.01,-,-,580826,0,2013
Ron Brooks,CB,BUF,24,625135,0.01,480000,0,-,-,580135,0,2013
Darryl Tapp,DE,WAS,28,865000,0.01,865000,0.01,-,-,580000,0.01,2013
Ramon Humber,OLB,NO,26,740000,0.01,740000,0.01,-,-,580000,0,2013
Dwayne Gratz,CB,JAC,23,775163,0.01,-,-,-,-,579394,0,2013
Jared Crick,DE,HOU,24,622875,0,480000,0,-,-,577875,0,2013
Sio Moore,OLB,OAK,23,763708,0.01,1095832,0.01,-,-,577708,0,2013
Adrien Robinson,TE,NYG,24,621413,0,480000,0,-,-,576413,0,2013
Bennie Logan,DT,PHI,23,758108,0.01,1089092,0.01,-,-,576023,0,2013
Rex Grossman,QB,WAS,33,960000,0.01,960000,0.01,-,-,575000,0.01,2013
Akeem Jordan,ILB,KC,27,735000,0.01,-,-,-,-,575000,0,2013
Taylor Price,WR,JAC,25,661145,0.01,575000,0.01,-,-,575000,0,2013
Shelley Smith,G,STL,26,473518,0,575000,0,-,-,575000,0,2013
Jacquian Williams,OLB,NYG,25,529670,0,555000,0,-,-,574670,0,2013
Leon McFadden,CB,CLE,22,749833,0.01,1076252,0.01,-,-,572813,0,2013
Tyrann Mathieu,FS,ARI,21,763125,0.01,769375,0.01,-,-,570625,0,2013
Richard Marshall,CB,SD,28,855000,0.01,855000,0.01,-,-,570000,0,2013
Reggie Walker,ILB,SD,26,730000,0.01,730000,0.01,-,-,570000,0,2013
Joshua Thomas,CB,CAR,24,569450,0.01,570000,0.01,-,-,570000,0,2013
Blidi Wreh-Wilson,CB,TEN,23,734331,0.01,1061324,0.01,-,-,569081,0,2013
Anthony Gaitor,CB,TB,24,523404,0,555000,0,-,-,568404,0,2013
T.J. McDonald,FS,STL,22,731570,0.01,1053000,0.01,-,-,567000,0,2013
Cliff Matthews,DE,ATL,24,521750,0,555000,0,-,-,566750,0,2013
David Ausberry,TE,OAK,25,521475,0.01,555000,0.01,-,-,566475,0,2013
Andrew Gachkar,OLB,SD,24,521475,0,555000,0,-,-,566475,0,2013
Chris Neild,DT,WAS,25,521475,0,555000,0.01,-,-,566475,0.01,2013
Malcolm Smith,OLB,SEA,24,521475,0,555000,0,-,-,566475,0,2013
Jimmy Wilson,SS,MIA,27,521475,0,555000,0,-,-,566475,0,2013
Tommie Campbell,CB,TEN,25,521474,0,555000,0,-,-,566474,0,2013
Mark Herzlich,OLB,NYG,26,470000,0,555000,0,-,-,560000,0,2013
Jeron Johnson,SS,SEA,25,470000,0,555000,0,-,-,560000,0,2013
Garrett McIntyre,OLB,NYJ,28,470000,0,555000,0.01,-,-,560000,0,2013
Keenan Allen,WR,SD,21,703450,0.01,1018800,0.01,-,-,558450,0,2013
Nick Bellore,ILB,NYJ,24,467333,0,555000,0.01,-,-,557333,0,2013
Jamari Lattimore,ILB,GB,24,466667,0,555000,0,-,-,556668,0,2013
Lestar Jean,WR,HOU,25,441667,0,555000,0.01,-,-,556667,0,2013
Joseph Morgan,WR,NO,25,466333,0,555000,0,-,-,556334,0,2013
Spencer Paysinger,ILB,NYG,25,466000,0,555000,0,-,-,556000,0,2013
M.D. Jennings,S,GB,25,465867,0,555000,0,-,-,555833,0,2013
Chris Harris,CB,DEN,24,465667,0,555000,0,-,-,555668,0,2013
Bryan Braman,OLB,HOU,26,465667,0,555000,0.01,-,-,555667,0,2013
Miles Burris,ILB,OAK,25,600146,0.01,480000,0.01,-,-,555146,0,2013
Mike Daniels,DT,GB,24,600146,0,480000,0,-,-,555146,0,2013
Nick Barnett,ILB,WAS,32,940000,0.01,940000,0.01,-,-,555000,0.01,2013
Rashean Mathis,CB,DET,33,940000,0.01,940000,0.01,-,-,555000,0,2013
Calvin Pace,OLB,NYJ,32,1005000,0.01,1005000,0.01,-,-,555000,0,2013
Brandon Stokley,WR,BAL,37,1050000,0.01,1005000,0.01,-,-,555000,0,2013
Will Witherspoon,OLB,STL,33,940000,0.01,940000,0.01,-,-,555000,0,2013
Kellen Clemens,QB,STL,30,870000,0.01,870000,0.01,-,-,555000,0,2013
Billy Cundiff,K,CLE,33,840000,0.01,840000,0.01,-,-,555000,0,2013
Matt Giordano,S,STL,30,840000,0.01,840000,0.01,-,-,555000,0,2013
Jim Leonhard,S,BUF,30,840000,0.01,840000,0.01,-,-,555000,0,2013
Rocky McIntosh,OLB,DET,30,840000,0.01,840000,0.01,-,-,555000,0,2013
Tony Pashos,RT,OAK,33,840000,0.01,840000,0.01,-,-,555000,0,2013
Ernie Sims,OLB,DAL,28,840000,0.01,840000,0.01,-,-,555000,0,2013
Jeremy Trueblood,RT,ATL,30,840000,0.01,840000,0.01,-,-,555000,0,2013
Husain Abdullah,FS,KC,28,715000,0,715000,0,-,-,555000,0,2013
Will Blackmon,CB,JAC,28,715000,0.01,715000,0.01,-,-,555000,0,2013
Quintin Demps,SS,KC,28,715000,0,715000,0,-,-,555000,0,2013
Leger Douzable,DT,NYJ,27,715000,0.01,715000,0.01,-,-,555000,0,2013
Steve Vallos,C,DEN,29,715000,0.01,715000,0.01,-,-,555000,0,2013
Guy Whimper,G,PIT,30,715000,0.01,715000,0.01,-,-,555000,0,2013
Mario Addison,DE,CAR,25,555000,0,555000,0.01,-,-,555000,0,2013
Joe Barksdale,RT,STL,24,510000,0,555000,0,-,-,555000,0,2013
Bront Bird,ILB,SD,24,510000,0,555000,0,-,-,555000,0,2013
Stephen Burton,WR,JAC,23,521475,0.01,555000,0.01,-,-,555000,0,2013
Rafael Bush,FS,NO,26,555000,0,555000,0,-,-,555000,0,2013
Jeff Byers,C,CAR,27,465000,0,-,-,-,-,555000,0,2013
Chimdi Chekwa,CB,OAK,24,510000,0.01,555000,0.01,-,-,555000,0,2013
Larry Dean,OLB,MIN,25,465000,0,555000,0,-,-,555000,0,2013
James Dockery,CB,CAR,24,469000,0,555000,0.01,-,-,555000,0,2013
Dejon Gomes,S,DET,23,557825,0,555000,0,-,-,555000,0,2013
Josh Gordy,CB,IND,26,555000,0,555000,0,-,-,555000,0,2013
Alexander Green,RB,NYJ,25,644375,0.01,555000,0.01,-,-,555000,0,2013
DuJuan Harris,RB,GB,24,555000,0,555000,0,-,-,555000,0,2013
Ricky Henry,G,KC,26,510000,0,555000,0,-,-,555000,0,2013
Josh Hull,ILB,WAS,26,555000,0,555000,0.01,-,-,555000,0.01,2013
Maurice Hurt,G,WAS,25,524850,0,555000,0.01,-,-,555000,0.01,2013
Colin Jones,FS,CAR,25,510000,0,555000,0.01,-,-,555000,0,2013
Shiloh Keo,SS,HOU,25,558000,0,555000,0.01,-,-,555000,0,2013
Dion Lewis,RB,CLE,22,557220,0.01,555000,0.01,-,-,555000,0,2013
Scott Lutrus,ILB,IND,25,465000,0,555000,0,-,-,555000,0,2013
Robert McClain,CB,ATL,25,510000,0,555000,0,-,-,555000,0,2013
Terrell McClain,DE,HOU,25,510000,0,555000,0.01,-,-,555000,0,2013
Albert McClellan,OLB,BAL,27,555000,0,555000,0,-,-,555000,0,2013
Mike McNeill,TE,STL,25,555000,0,555000,0,-,-,555000,0,2013
Michael Morgan,OLB,SEA,25,465000,0,555000,0,-,-,555000,0,2013
Ron Parker,FS,KC,26,600000,0,555000,0,-,-,555000,0,2013
Johnny Patrick,CB,SD,25,681845,0.01,555000,0,-,-,555000,0,2013
Caleb Schlauderaff,C,NYJ,25,510000,0,555000,0.01,-,-,555000,0,2013
Ronald Talley,DE,ARI,27,555000,0,555000,0.01,-,-,555000,0,2013
Cedric Thornton,DT,PHI,25,467500,0,555000,0,-,-,555000,0,2013
Isaiah Trufant,CB,NYJ,30,555000,0.01,555000,0.01,-,-,555000,0,2013
Mitch Unrein,DE,DEN,26,555000,0,555000,0,-,-,555000,0,2013
Josh Vaughan,RB,ATL,26,600000,0,555000,0,-,-,555000,0,2013
Darrin Walls,CB,NYJ,25,510000,0,555000,0.01,-,-,555000,0,2013
Anthony Walters,SS,CHI,24,465000,0,555000,0,-,-,555000,0,2013
Danny Watkins,G,MIA,28,555000,0,555000,0,-,-,555000,0,2013
Chris White,ILB,NE,24,540150,0,555000,0.01,-,-,555000,0,2013
J.J. Wilcox,FS,DAL,24,702767,0.01,991068,0.01,-,-,551517,0,2013
Damontre Moore,DE,NYG,20,700063,0.01,980252,0.01,-,-,548813,0,2013
John Jenkins,DE,NO,24,698140,0,972560,0.01,-,-,546890,0,2013
Lavelle Hawkins,WR,SD,27,715000,0.01,546765,0,-,-,546765,0,2013
Logan Ryan,CB,NE,22,693313,0.01,968252,0.01,-,-,545813,0,2013
Shawn Williams,SS,CIN,22,690236,0.01,960944,0.01,-,-,543986,0,2013
Jordan Hill,DT,SEA,22,691035,0.01,949140,0.01,-,-,541035,0,2013
Corey Lemonier,OLB,SF,21,675813,0,948520,0.01,-,-,540880,0,2013
Kayvon Webster,CB,DEN,22,686450,0.01,944800,0.01,-,-,539950,0,2013
Duron Harmon,SS,NE,22,677775,0.01,938600,0.01,-,-,538400,0,2013
Stedman Bailey,WR,STL,22,684026,0.01,808305,0.01,-,-,536850,0,2013
Will Davis,CB,MIA,23,675300,0.01,926200,0.01,-,-,535300,0,2013
Brandon Williams,DT,BAL,24,668750,0.01,1038343,0.01,-,-,533750,0,2013
Malik Jackson,DT,DEN,23,578403,0,480000,0,-,-,533403,0,2013
Tahir Whitehead,OLB,DET,23,578000,0,480000,0,-,-,533000,0,2013
Robert Blanton,SS,MIN,23,577763,0,480000,0,-,-,532763,0,2013
Zaviar Gooden,ILB,TEN,23,670254,0.01,911016,0.01,-,-,531504,0,2013
Josh Norman,CB,CAR,25,574750,0.01,480000,0,-,-,529750,0,2013
Isaac Sopoaga,DT,NE,31,3666667,0.03,-,-,-,-,529411,0,2013
Dennis Kelly,RT,PHI,23,572200,0,480000,0,-,-,527200,0,2013
Demarcus Dobbs,DE,SF,25,469167,0,522353,0,-,-,526519,0,2013
Nico Johnson,ILB,KC,23,667750,0,891000,0.01,-,-,526500,0,2013
Akeem Spence,DT,TB,21,661106,0.01,860928,0.01,-,-,526071,0,2013
Jack Crawford,DE,OAK,24,570621,0.01,480000,0.01,-,-,525606,0,2013
Corey White,CB,NO,23,569125,0,480000,0,-,-,524125,0,2013
Jelani Jenkins,OLB,MIA,21,658172,0,877688,0.01,-,-,523172,0,2013
Eric Wright,CB,SF,28,715001,0,522648,0,-,-,522648,0,2013
Duke Williams,FS,BUF,22,657563,0.01,875252,0.01,-,-,522563,0,2013
Jonathan Massaquoi,DE,ATL,25,567215,0,480000,0,-,-,522215,0,2013
George Iloka,FS,CIN,23,565075,0,480000,0,-,-,520075,0,2013
Landon Cohen,DT,CHI,27,630000,0,518823,0,-,-,518823,0,2013
Ryan Nassib,QB,NYG,23,653400,0,858600,0.01,-,-,518400,0,2013
Shamarko Thomas,SS,PIT,22,653288,0,858152,0.01,-,-,518288,0,2013
