PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Byron Bell,RT,CAR,22,469667,0,389000,0,-,-,379667,0,2011
Demarcus Dobbs,DE,SF,23,469167,0,387500,0,-,-,379166,0,2011
Cameron Sheffield,LB,KC,23,496113,0,330000,0,-,-,378612,0,2011
John Clay,RB,PIT,23,415000,0,-,-,-,-,378333,0,2011
Mark Dell,WR,DEN,22,498333,0,-,-,-,-,378333,0,2011
Mario Fannin,RB,DEN,23,393333,0,-,-,-,-,378333,0,2011
Anthony Gray,DT,PIT,23,465000,0,-,-,-,-,378333,0,2011
Kyle Hix,T,NE,22,468000,0,-,-,-,-,378000,0,2011
Vic So'oto,OLB,GB,24,468000,0,383500,0,-,-,377833,0,2011
Darrin Walls,CB,ATL,23,467833,0,375000,0,-,-,377833,0,2011
Joe Lefeged,S,IND,23,467667,0,383000,0,-,-,377667,0,2011
Brandon Bair,DE,KC,26,467333,0,382000,0,-,-,377333,0,2011
Nick Bellore,ILB,NYJ,22,467333,0,382000,0,-,-,377333,0,2011
Mike McNeill,TE,STL,23,467333,0,382000,0,-,-,377333,0,2011
Julian Posey,CB,NYJ,23,377333,0,377333,0,-,-,377333,0,2011
Terrence McCrae,WR,PIT,23,682000,0,-,-,-,-,377000,0,2011
Kyle Adams,TE,CHI,23,465000,0,380004,0,-,-,376668,0,2011
Isa Abdul-Quddus,FS,NO,22,466667,0,380000,0,-,-,376667,0,2011
Niles Brinkley,CB,PIT,24,681667,0,-,-,-,-,376667,0,2011
Lestar Jean,WR,HOU,23,441667,0,380000,0,-,-,376667,0,2011
Kevin Kowalski,G,DAL,22,466667,0,-,-,-,-,376667,0,2011
Jamari Lattimore,ILB,GB,22,466667,0,380000,0,-,-,376667,0,2011
Cameron Bradfield,RT,JAC,23,466667,0,380000,0,-,-,376666,0,2011
Kevin Rutland,CB,JAC,23,466667,0,380000,0,-,-,376666,0,2011
Miguel Chavis,TE,PIT,22,681333,0,-,-,-,-,376333,0,2011
Joseph Morgan,WR,NO,23,466333,0,379000,0,-,-,376333,0,2011
Weslye Saunders,WR,PIT,22,466333,0,379000,0,-,-,376333,0,2011
Vaughn Charlton,TE,PIT,23,681000,0,-,-,-,-,376000,0,2011
Ben Guidugli,TE,STL,23,465333,0,-,-,-,-,376000,0,2011
James Kirkendoll,WR,TEN,22,466000,0,-,-,-,-,376000,0,2011
Spencer Paysinger,ILB,NYG,23,466000,0,378000,0,-,-,376000,0,2011
Dan Bailey,K,DAL,23,465833,0,377500,0,-,-,375833,0,2011
Devin Holland,S,TB,22,466000,0,-,-,-,-,375833,0,2011
M.D. Jennings,S,GB,23,465867,0,377500,0,-,-,375833,0,2011
Jake McQuaide,LS,STL,23,465833,0,377500,0,-,-,375833,0,2011
Chris Harris,CB,DEN,22,465667,0,377000,0,-,-,375668,0,2011
Bryan Braman,OLB,HOU,24,465667,0,377000,0,-,-,375667,0,2011
Erik Clanton,LB,PIT,23,680667,0,-,-,-,-,375667,0,2011
Brett Greenwood,CB,PIT,23,681000,0,-,-,-,-,375667,0,2011
Eric Greenwood,WR,PIT,22,680667,0,-,-,-,-,375667,0,2011
Colin Miller,C,PIT,23,680667,0,-,-,-,-,375667,0,2011
Adam Mims,WR,PIT,23,680667,0,-,-,-,-,375667,0,2011
Armand Robinson,WR,PIT,23,680667,0,-,-,-,-,375667,0,2011
Alex Albright,OLB,DAL,23,465500,0,-,-,-,-,375500,0,2011
Aaron Berry,CB,DET,23,405500,0,375000,0,-,-,375500,0,2011
Phillip Tanner,RB,DAL,23,465500,0,376500,0,-,-,375500,0,2011
Aaron Bates,P,PIT,22,680333,0,-,-,-,-,375333,0,2011
Ty Boyle,DE,PIT,0,680333,0,-,-,-,-,375333,0,2011
Derek Chard,C,PIT,23,680333,0,-,-,-,-,375333,0,2011
T.J. Conley,P,NYJ,26,446667,0,-,-,-,-,375333,0,2011
Chris Dieker,QB,PIT,24,680333,0,-,-,-,-,375333,0,2011
Josh Harrison,T,PIT,23,680333,0,-,-,-,-,375333,0,2011
LaQuan Williams,WR,BAL,23,465167,0,-,-,-,-,375166,0,2011
Darvin Adams,WR,CAR,21,465000,0,-,-,-,-,375000,0,2011
Mario Addison,DE,IND,23,466167,0,375000,0,-,-,375000,0,2011
Kamar Aiken,WR,BUF,22,465000,0,375000,0,-,-,375000,0,2011
Danny Aiken,LS,NE,23,465833,0,375000,0,-,-,375000,0,2011
Mister Alexander,LB,HOU,23,420000,0,-,-,-,-,375000,0,2011
Armando Allen,RB,CHI,22,415000,0,-,-,-,-,375000,0,2011
Emmanuel Arceneaux,WR,MIN,23,440000,0,-,-,-,-,375000,0,2011
Josh Baker,TE,NYJ,24,467333,0,375000,0,-,-,375000,0,2011
Taylor Boggs,G,NYJ,24,465000,0,375000,0,-,-,375000,0,2011
Justin Boren,G,BAL,23,375000,0,-,-,-,-,375000,0,2011
Allen Bradford,ILB,TB,23,534525,0.01,375000,0,-,-,375000,0,2011
Kevin Brock,TE,BUF,25,465000,0,375000,0,-,-,375000,0,2011
Brandon Browner,CB,SEA,27,415000,0,375000,0,-,-,375000,0,2011
Bryant Browning,LT,CAR,23,465000,0,375000,0,-,-,375000,0,2011
Jeff Byers,C,CAR,25,465000,0,-,-,-,-,375000,0,2011
Josh Bynes,OLB,BAL,22,375000,0,375000,0,-,-,375000,0,2011
Shaun Chapas,TE,DAL,23,531713,0,431852,0,-,-,375000,0,2011
John Chick,DT,JAC,28,420000,0,-,-,-,-,375000,0,2011
Tyler Clutts,FB,CHI,26,465000,0,375000,0,-,-,375000,0,2011
Colin Cochart,TE,CLE,24,465000,0,-,-,-,-,375000,0,2011
Jed Collins,FB,NO,25,430000,0,375000,0,-,-,375000,0,2011
Kevin Cone,WR,ATL,23,415000,0,375000,0,-,-,375000,0,2011
Jim Cordle,C,NYG,24,383333,0,375000,0,-,-,375000,0,2011
Da'Mon Cromartie-Smith,CB,PIT,24,465000,0,-,-,-,-,375000,0,2011
Ryan D'Imperio,LB,MIN,24,465000,0,-,-,-,-,375000,0,2011
Larry Dean,OLB,MIN,23,465000,0,375000,0,-,-,375000,0,2011
Dom DeCicco,ILB,CHI,23,465000,0,-,-,-,-,375000,0,2011
James Dockery,CB,CAR,22,469000,0,375000,0,-,-,375000,0,2011
Ray Dominguez,G,GB,23,467833,0,-,-,-,-,375000,0,2011
Shaun Draughn,RB,KC,23,467667,0,-,-,-,-,375000,0,2011
A.J. Edds,OLB,IND,23,420000,0,-,-,-,-,375000,0,2011
Kai Forbath,K,DAL,23,415000,0,-,-,-,-,375000,0,2011
Darryl Gamble,LB,SD,23,465000,0,-,-,-,-,375000,0,2011
Thaddeus Gibson,DE,CHI,23,465000,0,-,-,-,-,375000,0,2011
D'Andre Goodwin,WR,DEN,23,415000,0,-,-,-,-,375000,0,2011
Bruce Hall,RB,BUF,26,-,-,375000,0,-,-,375000,0,2011
Daniel Hardy,TE,MIN,23,521475,0,-,-,-,-,375000,0,2011
Dwayne Harris,WR,DAL,23,545015,0,375000,0,-,-,375000,0,2011
DuJuan Harris,RB,JAC,22,420000,0,375000,0,-,-,375000,0,2011
Brett Hartmann,P,HOU,24,465000,0,-,-,-,-,375000,0,2011
Chris Hawkins,CB,TEN,25,420000,0,-,-,-,-,375000,0,2011
Ricky Henry,G,CHI,24,465000,0,375000,0,-,-,375000,0,2011
Jermale Hines,S,IND,23,465000,0,-,-,-,-,375000,0,2011
Andre Holmes,WR,DAL,23,465000,0,375000,0,-,-,375000,0,2011
Mike Holmes,CB,IND,22,465000,0,-,-,-,-,375000,0,2011
Levi Horn,T,CHI,24,465000,0,-,-,-,-,375000,0,2011
Otis Hudson,G,CIN,25,372500,0,-,-,-,-,375000,0,2011
Maurice Hurt,G,WAS,23,524850,0,375000,0,-,-,375000,0,2011
Mortty Ivy,LB,PIT,25,465000,0,-,-,-,-,375000,0,2011
Robert James,OLB,ATL,27,415000,0,-,-,-,-,375000,0,2011
Michael Jasper,G,BUF,24,440000,0,375000,0,-,-,375000,0,2011
Lemuel Jeanpierre,C,SEA,24,465000,0,375000,0,-,-,375000,0,2011
Marquis Johnson,CB,STL,23,464192,0,-,-,-,-,375000,0,2011
Terrence Johnson,CB,IND,25,415000,0,375000,0,-,-,375000,0,2011
George Johnson,DE,TB,23,540000,0.01,375000,0,-,-,375000,0,2011
Ronald Johnson,WR,PHI,23,536055,0,-,-,-,-,375000,0,2011
Chris Jones,P,DAL,22,465000,0,375000,0,-,-,375000,0,2011
Colin Jones,FS,SF,23,534747,0,375000,0,-,-,375000,0,2011
Derrick Jones,WR,OAK,25,440000,0,-,-,-,-,375000,0,2011
Colin Jones,FS,CAR,23,510000,0,473896,0,-,-,375000,0,2011
Thomas Keiser,OLB,CAR,22,465000,0,375000,0,-,-,375000,0,2011
Shiloh Keo,SS,HOU,23,558000,0,375000,0,-,-,375000,0,2011
Sergio Kindle,LB,BAL,23,375000,0,375000,0,-,-,375000,0,2011
Caleb King,RB,MIN,23,415000,0,-,-,-,-,375000,0,2011
Jameson Konz,OLB,SEA,25,440000,0,375000,0,-,-,375000,0,2011
Dennis Landolt,G,NYJ,23,375000,0,-,-,-,-,375000,0,2011
Korey Lindsey,CB,ARI,22,526742,0,-,-,-,-,375000,0,2011
Ricardo Lockette,WR,SEA,25,466500,0,379500,0,-,-,375000,0,2011
Scott Lutrus,ILB,IND,23,465000,0,375000,0,-,-,375000,0,2011
Mossis Madu,RB,TB,23,465000,0,-,-,-,-,375000,0,2011
Jeff Maehl,WR,HOU,22,468167,0,375000,0,-,-,375000,0,2011
Ryan Mahaffey,RB,IND,23,465000,0,-,-,-,-,375000,0,2011
Kevin Malast,LB,TEN,25,440000,0,-,-,-,-,375000,0,2011
Albert McClellan,OLB,BAL,25,375000,0,375000,0,-,-,375000,0,2011
Richmond Mcgee,P,CLE,28,382500,0,-,-,-,-,375000,0,2011
Mike Mohamed,ILB,DEN,23,550000,0.01,375000,0,-,-,375000,0,2011
Michael Morgan,OLB,SEA,23,465000,0,375000,0,-,-,375000,0,2011
Richard Murphy,RB,JAC,24,465000,0,-,-,-,-,375000,0,2011
Mike Newton,CB,IND,23,555000,0,-,-,-,-,375000,0,2011
Martin Parker,DT,NYG,23,510000,0,-,-,-,-,375000,0,2011
Logan Payne,WR,NYJ,26,399060,0,375000,0,-,-,375000,0,2011
Zack Pianalto,TE,TB,22,465000,0,-,-,-,-,375000,0,2011
Joe Reitz,G,IND,24,405000,0,375000,0,-,-,375000,0,2011
Aldrick Robinson,WR,WAS,22,536550,0,375000,0,-,-,375000,0,2011
Brandon Saine,RB,GB,22,465000,0,-,-,-,-,375000,0,2011
Dane Sanzenbacher,WR,CIN,22,468333,0,375000,0,-,-,375000,0,2011
Marcus Sherels,CB,MIN,23,355000,0,375000,0,-,-,375000,0,2011
Chris Smith,CB,STL,24,465000,0,-,-,-,-,375000,0,2011
Andre Smith,TE,IND,22,465000,0,375000,0,-,-,375000,0,2011
Lee Smith,TE,NE,23,574571,0,375000,0,-,-,375000,0,2011
Emmanuel Stephens,DE,CLE,24,395000,0,-,-,-,-,375000,0,2011
Martin Tevaseu,DT,NYJ,23,386667,0,-,-,-,-,375000,0,2011
Joshua Thomas,CB,CAR,22,569450,0,375000,0,-,-,375000,0,2011
Scott Tolzien,QB,SF,23,469333,0,375000,0,-,-,375000,0,2011
Jeremy Trueblood,RT,TB,28,5000000,0.05,375000,0,-,-,375000,0,2011
Isaiah Trufant,CB,NYJ,28,420000,0,375000,0,-,-,375000,0,2011
Mitch Unrein,DE,DEN,24,375000,0,375000,0,-,-,375000,0,2011
Anthony Walters,SS,CHI,22,465000,0,375000,0,-,-,375000,0,2011
Bryan Walters,WR,SD,23,420000,0,375000,0,-,-,375000,0,2011
Lorenzo Washington,DT,NYJ,24,375000,0,-,-,-,-,375000,0,2011
Raymond Webber,WR,TB,22,440000,0,375000,0,-,-,375000,0,2011
Chastin West,WR,JAC,24,420000,0,-,-,-,-,375000,0,2011
Jabara Williams,OLB,CHI,22,522274,0,375000,0,-,-,375000,0,2011
Ian Williams,DT,SF,22,465000,0,375000,0,-,-,375000,0,2011
Will Yeatman,LT,MIA,23,467333,0,375000,0,-,-,375000,0,2011
Daniel Sepulveda,P,PIT,27,650000,0,-,-,-,-,375000,0,2011
Phillip Hunt,DE,PHI,25,463333,0,395000,0,-,-,371666,0,2011
Brett Swain,WR,SF,26,370584,0,-,-,-,-,370584,0,2011
Rashad Carmichael,CB,HOU,23,590522,0,655088,0.01,-,-,357272,0,2011
Harvey Unga,FB,CHI,24,461500,0,-,-,-,-,344062,0,2011
Ricardo Mathews,DT,IND,24,540000,0,337500,0,-,-,337500,0,2011
Rhett Bomar,QB,MIN,26,355000,0,-,-,-,-,330000,0,2011
Jerome Boyd,CB,OAK,25,330000,0,-,-,-,-,330000,0,2011
Rashawn Jackson,RB,CAR,24,330000,0,-,-,-,-,330000,0,2011
Andrew Mitchell,T,CIN,26,330000,0,-,-,-,-,330000,0,2011
Joe Pawelek,LB,SEA,24,391250,0,-,-,-,-,330000,0,2011
Ryan Perrilloux,QB,MIN,24,330000,0,-,-,-,-,330000,0,2011
Julius Pruitt,WR,MIA,25,355000,0,-,-,-,-,330000,0,2011
Lee Robinson,ILB,DEN,24,330000,0,-,-,-,-,330000,0,2011
Phillip Adams,CB,NE,23,462000,0,317647,0,-,-,317647,0,2011
Jacob Cutrera,ILB,TB,23,410000,0,317647,0,-,-,317647,0,2011
Ross Ventrone,SS,NE,24,342500,0,313823,0,-,-,313823,0,2011
Roderick Issac,CB,JAC,22,581336,0,449160,0,-,-,305490,0,2011
Chris Maragos,FS,SEA,24,435000,0,291176,0,-,-,291176,0,2011
Scott Kooistra,T,MIN,30,810000,0.01,-,-,-,-,288000,0,2011
Ricky Brown,LB,OAK,27,685000,0,353000,0,-,-,288000,0,2011
Kevin Haslam,T,JAC,24,410833,0,-,-,-,-,278833,0,2011
Marlon Moore,WR,MIA,23,406667,0,273000,0,-,-,274666,0,2011
Aaron Morgan,DE,JAC,22,405000,0,273000,0,-,-,273667,0,2011
Jermelle Cudjo,DT,STL,24,3642500,0.03,273000,0,-,-,273000,0,2011
Shelley Smith,G,HOU,24,473518,0,273000,0,-,-,273000,0,2011
Lawrence Guy,DE,GB,21,521475,0,303900,0,-,-,269475,0,2011
Kyle Bosworth,OLB,JAC,24,409167,0,-,-,-,-,262167,0,2011
Rafael Bush,FS,DEN,24,405000,0,262058,0,-,-,262058,0,2011
Patrick DiMarco,FB,SD,22,465667,0,260000,0,-,-,258666,0,2011
Bront Bird,ILB,SD,22,466333,0,258000,0,-,-,258000,0,2011
Stephen Burton,WR,MIN,21,521475,0,258000,0,-,-,258000,0,2011
Michael McAdoo,DE,BAL,21,466667,0,258000,0,-,-,258000,0,2011
Jeff Tarpinian,OLB,NE,23,468000,0,258000,0,-,-,258000,0,2011
Kirk Chambers,G,ATL,32,685000,0.01,402941,0,-,-,242941,0,2011
Eron Riley,WR,NYJ,24,353824,0,-,-,-,-,242647,0,2011
Alex Barron,LT,NO,28,685000,0.01,685000,0.01,-,-,228000,0,2011
Steve Schilling,G,SD,23,529670,0,220588,0,-,-,220588,0,2011
Jared Gaither,T,SD,25,685000,0,201470,0,-,-,201471,0,2011
Allen Reisner,TE,MIN,22,465833,0,201029,0,-,-,201029,0,2011
Jordan Todman,RB,SD,21,552698,0,195500,0,-,-,195500,0,2011
Justin Cole,ILB,STL,23,363750,0,185294,0,-,-,185294,0,2011
Brandon Ghee,CB,CIN,24,610775,0.01,185294,0,-,-,185294,0,2011
Lee Ziemba,G,CAR,22,521475,0,218838,0,-,-,184413,0,2011
Kevin Hughes,T,STL,23,466667,0,164062,0,-,-,164062,0,2011
Austin Howard,RT,NYJ,24,353472,0,158824,0,-,-,158824,0,2011
Jake Delhomme,QB,HOU,36,910000,0.01,267647,0,-,-,154412,0,2011
Tracy Wilson,S,NYJ,22,307597,0,-,-,-,-,150194,0,2011
Nick McDonald,C,NE,24,540000,0,132352,0,-,-,132352,0,2011
Mike Gibson,C,SEA,25,450603,0,123529,0,-,-,123529,0,2011
Gerald Alexander,S,NYJ,27,414501,0,-,-,-,-,120882,0,2011
Greg Lloyd,LB,PHI,22,517475,0,110294,0,-,-,110294,0,2011
Chase Beeler,C,SF,23,96900,0,-,-,-,-,96900,0,2011
Derek Hall,T,SF,23,96900,0,-,-,-,-,96900,0,2011
Joe Hastings,WR,SF,24,415000,0,-,-,-,-,96900,0,2011
Ian Johnson,RB,SF,24,96900,0,-,-,-,-,96900,0,2011
John Matthews,WR,SF,25,96900,0,-,-,-,-,96900,0,2011
Cory Nelms,S,SF,23,96900,0,-,-,-,-,96900,0,2011
Evan Royster,RB,WAS,23,536918,0,96900,0,-,-,96900,0,2011
Monte Simmons,OLB,SF,22,96900,0,-,-,-,-,96900,0,2011
Brandyn Thompson,CB,WAS,21,525151,0,-,-,-,-,96900,0,2011
Doug Worthington,DE,WAS,24,415000,0,-,-,-,-,96900,0,2011
Colin Cloherty,TE,JAC,23,420000,0,88235,0,-,-,88235,0,2011
Cedric Thornton,DT,PHI,23,467500,0,66176,0,-,-,66176,0,2011
Armon Binns,WR,CIN,21,468333,0,44117,0,-,-,44117,0,2011
Pat Devlin,QB,MIA,23,467000,0,44117,0,-,-,44117,0,2011
Ricky Sapp,OLB,NYJ,24,297353,0,22059,0,-,-,22059,0,2011
Jordan Todman,RB,MIN,21,465000,0,22058,0,-,-,22058,0,2011
Kevin Hughes,T,STL,23,5000,-,5000,0,-,-,1666,-,2011
Terrence Johnson,CB,NE,25,500,-,-,-,-,-,667,-,2011
Clifton Geathers,DE,DAL,23,473555,0,450000,0,-,-,-,-,2011
Dwight Freeney,OLB,IND,32,12000000,0.13,14035000,0.14,-,-,19035000,0.16,2012
Chris Long,DE,STL,27,12050000,0.11,8457500,0.08,-,-,19007500,0.16,2012
Patrick Willis,ILB,SF,27,10000000,0.06,1700000,0.01,-,-,17777332,0.15,2012
Elvis Dumervil,OLB,DEN,28,10250000,0.08,14000000,0.13,-,-,15623000,0.13,2012
Sam Bradford,QB,STL,24,13007500,0.12,12000000,0.11,-,-,15595000,0.13,2012
Philip Rivers,QB,SD,30,15300000,0.11,10200000,0.08,-,-,15310000,0.13,2012
Carl Nicks,G,TB,27,9500000,0.07,12500000,0.09,-,-,14857000,0.12,2012
Tamba Hali,OLB,KC,28,11500000,0.08,11500000,0.1,-,-,14464706,0.12,2012
Jared Allen,DE,MIN,30,12210012,0.11,11819850,0.12,-,-,14403194,0.12,2012
Julius Peppers,DE,CHI,32,14000000,0.1,9000000,0.08,-,-,12183333,0.1,2012
David Harris,ILB,NYJ,28,9000000,0.06,10000000,0.09,-,-,12000000,0.1,2012
Darrelle Revis,CB,NYJ,27,11500000,0.08,7500000,0.07,-,-,11765916,0.1,2012
Terrell Suggs,OLB,BAL,29,10416667,0.07,4900000,0.03,-,-,11520000,0.1,2012
Jordan Gross,LT,CAR,32,9400000,0.06,-,-,-,-,11500000,0.1,2012
Karlos Dansby,ILB,MIA,30,8420000,0.08,9000000,0.08,-,-,11325000,0.09,2012
Champ Bailey,CB,DEN,34,10625000,0.08,11250000,0.1,-,-,11250000,0.09,2012
Charles Woodson,SS,GB,35,11000000,0.08,11062500,0.12,-,-,11062500,0.09,2012
Nnamdi Asomugha,CB,PHI,31,12000000,0.07,11000000,0.09,-,-,11000000,0.09,2012
Charles Johnson,DE,CAR,26,12666667,0.09,5000000,0.05,-,-,11000000,0.09,2012
Cliff Avril,DE,DET,26,10605000,0.07,10605000,0.09,-,-,10605000,0.09,2012
Haloti Ngata,DT,BAL,28,12131000,0.09,19900000,0.13,-,-,10400000,0.09,2012
Brent Grimes,CB,ATL,29,10281000,0.07,10281000,0.08,-,-,10281000,0.09,2012
Chris Snee,G,NYG,30,7083333,0.05,10250000,0.09,-,-,10000000,0.08,2012
Joe Haden,CB,CLE,23,8011348,0.06,5880718,0.05,-,-,9987280,0.08,2012
Corey Webster,CB,NYG,30,7250000,0.05,7250000,0.06,-,-,9845000,0.08,2012
Mario Williams,DE,BUF,27,16000000,0.11,25000000,0.18,-,-,9800000,0.08,2012
Chris Gamble,CB,CAR,29,8791667,0.06,-,-,-,-,9750000,0.08,2012
Brian Urlacher,LB,CHI,34,8710000,0.06,8000000,0.07,-,-,9700000,0.08,2012
Ed Reed,S,BAL,33,5726429,0.04,7200000,0.05,-,-,9571428,0.08,2012
Davin Joseph,G,TB,28,7500000,0.06,9500000,0.07,-,-,9500000,0.08,2012
Tyson Jackson,DE,KC,26,10985000,0.07,4250000,0.04,-,-,9500000,0.08,2012
Gerald McCoy,DT,TB,24,11000000,0.08,6847500,0.05,-,-,9442500,0.08,2012
Ahtyba Rubin,DT,CLE,26,6625000,0.05,8000000,0.07,-,-,9375000,0.08,2012
Steven Jackson,RB,STL,29,7467500,0.07,7000000,0.06,-,-,9279000,0.08,2012
Troy Polamalu,S,PIT,31,9866667,0.07,6500000,0.06,-,-,9137500,0.08,2012
Jerod Mayo,ILB,NE,26,7121429,0.05,13250000,0.11,-,-,9125000,0.08,2012
James Harrison,OLB,PIT,34,8625000,0.06,5627500,0.05,-,-,9030000,0.07,2012
Antrel Rolle,SS,NYG,29,7420000,0.06,7000000,0.06,-,-,9000000,0.07,2012
Antonio Smith,DE,HOU,30,7100000,0.05,5500000,0.05,-,-,9000000,0.07,2012
Anthony Spencer,OLB,DAL,28,8856000,0.06,8856000,0.07,-,-,8856000,0.07,2012
Jason Peters,LT,PHI,30,12862500,0.08,350000,0,-,-,8834000,0.07,2012
Richard Seymour,DT,OAK,32,15000000,0.12,15000000,0.15,-,-,8808000,0.07,2012
Glenn Dorsey,DE,KC,27,10085000,0.07,6681000,0.06,-,-,8768000,0.07,2012
Vince Wilfork,DT,NE,30,8000000,0.06,5000000,0.04,-,-,8600000,0.07,2012
Leon Hall,CB,CIN,27,9750000,0.08,6700000,0.06,-,-,8500000,0.07,2012
Kevin Williams,DT,MIN,32,5721750,0.05,7500000,0.08,-,-,8416666,0.07,2012
Antonio Cromartie,CB,NYJ,28,8000000,0.05,7000000,0.07,-,-,8250000,0.07,2012
Sidney Rice,WR,SEA,26,8200000,0.07,7000000,0.06,-,-,8200000,0.07,2012
Eric Berry,FS,KC,23,8340717,0.05,5142800,0.04,-,-,8045500,0.07,2012
Brandon Flowers,CB,KC,26,8225000,0.05,6000000,0.05,-,-,8000000,0.07,2012
Chris Canty,DE,NYG,29,7000000,0.05,6250000,0.05,-,-,7950000,0.07,2012
Chad Greenway,OLB,MIN,29,8120000,0.07,6000000,0.06,-,-,7700000,0.06,2012
Eric Weddle,FS,SD,27,8000000,0.06,5000000,0.04,-,-,7600000,0.06,2012
Sedrick Ellis,DT,NO,27,6700000,0.04,6066000,0.04,-,-,7566000,0.06,2012
DeMarcus Ware,OLB,DAL,30,11142857,0.08,5000000,0.04,-,-,7546750,0.06,2012
Ryan Mathews,RB,SD,24,4730000,0.03,5896550,0.05,-,-,7530300,0.06,2012
Dunta Robinson,CB,ATL,30,8625000,0.06,5000000,0.04,-,-,7400000,0.06,2012
Tramon Williams,CB,GB,29,8250000,0.06,3100000,0.03,-,-,7400000,0.06,2012
Calvin Pace,OLB,NYJ,31,7000000,0.05,4335000,0.04,-,-,7348333,0.06,2012
Michael Turner,RB,ATL,30,5750000,0.04,5000000,0.04,-,-,7000000,0.06,2012
Ray Lewis,LB,BAL,37,6357143,0.05,4950000,0.03,-,-,7000000,0.06,2012
Paul Posluszny,OLB,JAC,27,7500000,0.06,5000000,0.04,-,-,7000000,0.06,2012
Jon Beason,ILB,CAR,27,8821592,0.06,2889554,0.03,-,-,6889554,0.06,2012
Darnell Dockett,DE,ARI,31,8825000,0.06,3650000,0.03,-,-,6650000,0.06,2012
Justin Smith,DE,SF,32,7500000,0.05,6375000,0.05,-,-,6575000,0.05,2012
Ndamukong Suh,DT,DET,25,12900400,0.08,10375000,0.09,-,-,6562500,0.05,2012
A.J. Hawk,OLB,GB,28,6750000,0.05,550000,0.01,-,-,6550000,0.05,2012
DeAngelo Hall,CB,WAS,28,9166667,0.07,6500000,0.05,-,-,6500000,0.05,2012
D.J. Williams,ILB,DEN,30,5333333,0.04,6600000,0.06,-,-,6500000,0.05,2012
Antonio Gates,TE,SD,32,7235000,0.05,10400000,0.08,-,-,6362500,0.05,2012
Roman Harper,SS,NO,29,6250000,0.04,4600000,0.03,-,-,6350000,0.05,2012
Robert Geathers,DE,CIN,29,5625000,0.05,4400000,0.04,-,-,6233333,0.05,2012
Antoine Bethea,SS,IND,28,6500000,0.07,5225000,0.05,-,-,6225000,0.05,2012
Dashon Goldson,FS,SF,27,6212000,0.04,6212000,0.05,-,-,6212000,0.05,2012
D'Qwell Jackson,ILB,CLE,28,7700000,0.06,11800000,0.1,-,-,6200000,0.05,2012
Eric Wright,CB,TB,27,7500000,0.06,6044117,0.04,-,-,6044117,0.05,2012
Will Smith,OLB,NO,31,10233333,0.07,8150000,0.05,-,-,6033333,0.05,2012
Cortland Finnegan,CB,STL,28,10000000,0.09,10000000,0.09,-,-,6000000,0.05,2012
David Stewart,RT,TEN,30,5269000,0.04,-,-,-,-,6000000,0.05,2012
Johnathan Joseph,CB,HOU,28,9750000,0.08,7250000,0.06,-,-,6000000,0.05,2012
Bart Scott,LB,NYJ,32,8000000,0.05,-,-,-,-,5950000,0.05,2012
Kyle Williams,DT,BUF,29,7287500,0.05,5000000,0.04,-,-,5950000,0.05,2012
Stanford Routt,CB,KC,29,6000000,0.04,5887500,0.05,-,-,5887500,0.05,2012
Trent Cole,OLB,PHI,29,12131250,0.07,12250000,0.1,-,-,5850000,0.05,2012
Jason Babin,DE,JAC,32,5780000,0.04,175000,0,-,-,5750000,0.05,2012
Quincy Black,LB,TB,28,5800000,0.04,5750000,0.04,-,-,5750000,0.05,2012
Robert Mathis,OLB,IND,31,9000000,0.1,17000000,0.17,-,-,5750000,0.05,2012
Ryan Pickett,DT,GB,32,6187500,0.05,5237500,0.06,-,-,5737500,0.05,2012
Shaun Phillips,DE,SD,31,5266667,0.04,4500000,0.04,-,-,5666667,0.05,2012
Jay Ratliff,DT,DAL,31,6946429,0.05,2000000,0.02,-,-,5600000,0.05,2012
Daryl Smith,ILB,JAC,30,4723333,0.03,4750000,0.04,-,-,5500000,0.05,2012
Nate Clements,CB,CIN,32,5250000,0.04,-,-,-,-,5500000,0.05,2012
Sheldon Brown,CB,CLE,33,5083333,0.04,-,-,-,-,5466667,0.05,2012
B.J. Raji,DT,GB,26,5386000,0.04,3575000,0.04,-,-,5455000,0.05,2012
Michael Huff,S,OAK,29,8000000,0.06,8000000,0.08,-,-,5448750,0.05,2012
Fred Davis,TE,WAS,26,5446000,0.04,5446000,0.05,-,-,5446000,0.05,2012
Tommy Kelly,DT,OAK,31,7160714,0.06,6000000,0.06,-,-,5433266,0.05,2012
Michael Boley,LB,NYG,30,5000000,0.04,4000000,0.03,-,-,5400000,0.04,2012
Justin Tuck,DE,NYG,29,6200000,0.05,3850000,0.03,-,-,5350000,0.04,2012
Kevin Burnett,OLB,MIA,29,5250000,0.05,4050000,0.04,-,-,5300000,0.04,2012
Eugene Amano,C,TEN,30,5249400,0.04,-,-,-,-,5250000,0.04,2012
Corey Williams,DT,DET,32,6433333,0.04,-,-,-,-,5218750,0.04,2012
Charles Tillman,CB,CHI,31,6166667,0.04,3800000,0.03,-,-,5216668,0.04,2012
Brett Keisel,DE,PIT,33,3900000,0.03,2825000,0.02,-,-,5175000,0.04,2012
